,open,high,low,close,real_volume,SMA,WMA,Momentum,StochasticD,StochasticK,Williams,RSI,MACD,ADO,CCI,direcao,time
0,0.14327485380116958,0.1359882005899705,0.14558262400939243,0.1422704605456145,0.13701982633707027,0.13350745588726612,0.13385248954020723,0.5511869436201781,0.377748854189768,0.7505202051057125,0.2494797948942874,0.8694227420553631,0.5367391070672674,0.818189618755939,0.4693481401491158,0.0,2018-11-21
1,0.1461988304093567,0.13569321533923304,0.14705019078368065,0.14285714285714282,0.04114046276190627,0.13132080055881226,0.13312961380911698,0.5771513353115726,0.3679933547048297,0.7599631296011382,0.24003687039886173,0.7888455073972498,0.5284985860013012,0.9057450628366239,0.5208517856767977,1.0,2018-11-22
2,0.13947368421052628,0.12949852507374635,0.13560316994423244,0.13435024933998238,0.13854869911299936,0.12925562608193922,0.13121289785546858,0.5816023738872403,0.36593628452589705,0.7336243939217484,0.26637560607825156,0.7168311412252253,0.5194853321780555,0.8471065746300989,0.3587651439484592,1.0,2018-11-23
3,0.1409356725146199,0.1315634218289086,0.1358966832990901,0.1331768847169257,0.10549451557819378,0.12813192820481709,0.1294495191781122,0.5756676557863502,0.38661959347325203,0.7347737205695761,0.26522627943042376,0.676666075664353,0.5101440881852372,0.8948608617594246,0.38177411946722206,0.0,2018-11-26
4,0.13625730994152044,0.13923303834808262,0.13853830349280893,0.14696391903784098,0.16523838402881647,0.12831414948218825,0.13046264046789768,0.6135014836795252,0.4341053147801366,0.8124251022134505,0.18757489778654943,0.6725956837793046,0.5031834614366838,0.9105031245684291,0.6040025421293029,0.0,2018-11-27
5,0.14853801169590644,0.14129793510324487,0.14675667742882303,0.14549721325902018,0.16951843531518845,0.1284660005466642,0.13116908720509957,0.640207715133531,0.46868403401586245,0.8041643169321872,0.19583568306781277,0.6679148533013919,0.4978032263540006,0.8845883766722642,0.6639163755026452,0.0,2018-11-28
6,0.14269005847953217,0.13716814159292037,0.14499559729967715,0.14315048401290695,0.11273679697086739,0.1296200686366815,0.13141004578212961,0.61053412462908,0.5169431255172514,0.790947060482166,0.2090529395178339,0.6906817568177539,0.4932841313836389,0.8739852470533127,0.5713711377238522,0.0,2018-11-29
7,0.1444444444444444,0.13775811209439529,0.14705019078368065,0.14608389557054854,0.16786297329154568,0.13010599204300458,0.13199053689952017,0.5986646884272997,0.5442615583937649,0.8034708189085752,0.19652918109142475,0.6963601514457851,0.48997544147219924,0.9000723119888283,0.6104966184732933,0.0,2018-11-30
8,0.15701754385964908,0.14837758112094393,0.15497505136483708,0.15136403637430326,0.16893178695634403,0.13034895374616615,0.13346914634947749,0.6068249258160237,0.5751205794329916,0.8357796680086268,0.16422033199137312,0.6960846243686971,0.48842358102154326,0.9304724383270155,0.7824220388794947,0.0,2018-12-03
9,0.1567251461988304,0.14631268436578174,0.14998532433225714,0.14491053094749187,0.11541289783851466,0.1297111792753671,0.13369915226391538,0.612759643916914,0.5787014425374538,0.7849424466648178,0.21505755333518212,0.6737883726730587,0.48702340339010025,0.883985758649133,0.6802700128484921,0.0,2018-12-04
10,0.1482456140350877,0.13952802359882008,0.1458761373642501,0.1472572601936051,0.08896012459551919,0.13022747289458528,0.1344822676392632,0.6172106824925816,0.601112944824455,0.797449097929354,0.20255090207064594,0.6807312712482378,0.4861463017416024,0.8880722621184911,0.5971457515300476,0.0,2018-12-05
11,0.1429824561403509,0.13303834808259588,0.1388318168476666,0.1366969785860956,0.18250248798966265,0.12958969842378623,0.13320080611596674,0.6120178041543026,0.5921376439997571,0.7411691672389413,0.25883083276105856,0.659184266550719,0.48394629675299133,0.8434320766008366,0.38499176712148664,0.0,2018-12-06
12,0.13801169590643278,0.13687315634218292,0.14029938362195482,0.13875036667644466,0.1594734638071539,0.1300452516172141,0.132417690740619,0.6201780415430268,0.6004393915075925,0.7510079594701459,0.24899204052985408,0.6643203215103117,0.4813226139500824,0.9039881177359907,0.4354352375534454,0.0,2018-12-07
13,0.14064327485380115,0.13067846607669617,0.1294393894922219,0.12437665004400114,0.13001883614638138,0.1291341452303584,0.12886902806072154,0.5489614243323442,0.5618825150010232,0.6540369853869166,0.3459630146130833,0.6371208386988556,0.47625541923190107,0.8704721889753297,0.21577257959449786,0.0,2018-12-10
14,0.13157894736842105,0.1215339233038348,0.12533020252421484,0.12261660310941622,0.1094694596662048,0.12661341756005742,0.1251560754419399,0.548219584569733,0.508520586424669,0.7006871118300478,0.29931288816995205,0.5767288545651796,0.4695929983041705,0.8933263380076656,0.2186140725354847,0.0,2018-12-11
15,0.12953216374269003,0.11976401179941001,0.12679776929850312,0.12290994426518034,0.1079654042221998,0.1242749111671276,0.12195242163369907,0.5548961424332345,0.46764005446911683,0.7185619294550971,0.2814380705449029,0.5225029268588903,0.4622983942795436,0.9046877157851118,0.273814063300153,0.0,2018-12-12
16,0.1245614035087719,0.11474926253687315,0.12415614910478427,0.12349662657670865,0.10514936697034183,0.12224010690314976,0.11927997196118373,0.5489614243323441,0.4341564824572713,0.7208336454074444,0.2791663545925555,0.47666656722686174,0.4550816664745956,0.8784722222222214,0.28749209175780305,0.0,2018-12-13
17,0.12251461988304091,0.11356932153392327,0.12415614910478427,0.12026987386330298,0.07029165161637993,0.11956752816837282,0.11637204004293444,0.5274480712166172,0.39082917008906404,0.7127449598195408,0.2872550401804591,0.4189549795618861,0.4478003878190827,0.8633864452423688,0.3132404694774244,1.0,2018-12-14
18,0.12397660818713449,0.11297935103244836,0.12239506897563839,0.1182164857729539,0.08822749193123888,0.11613569411121608,0.11356268208801557,0.5385756676557863,0.3283019359033598,0.7048498519667281,0.2951501480332718,0.3474269324025432,0.44056879789926917,0.8856722521444236,0.3187785713546917,1.0,2018-12-17
19,0.11929824561403507,0.10766961651917403,0.11388318168476662,0.10882956878850097,0.1318309184748561,0.11240015792510746,0.10961972355479616,0.5089020771513353,0.27307507230963624,0.6692993483403046,0.3307006516596953,0.2719397311319911,0.43230201006308794,0.8620031882622414,0.22569738688759405,1.0,2018-12-18
